Name,Type,City,Address,Latitude,Longitude,Price(Rs.),Time
South Avenue Mall,mall,Jabalpur,Plot No 36/4  Narmada Road  Jabalpur 482008  Madhya Pradesh,23.124218,79.927433,0,2 hour 30 min
St Andrews Mar Thoma Church,church,Jabalpur,Ridge Road  Jabalpur 482001  Madhya Pradesh,23.159244,79.955956,0,1 hour
St Ignatius Loyola Church,church,Jabalpur,Govindh Bhavan Colony  South  Jabalpur 482001  Madhya Pradesh,23.164209,79.964337,0,1 hour
St Pauls Church,church,Jabalpur,Jabalpur 482002  Madhya Pradesh,23.175802,79.952432,0,1 hour
Vishal Mega Mart,mall,Jabalpur,Shop No 932M Titanium (Near Maharashtra High School  Wright Town)  Jabalpur 941735  Madhya Pradesh,23.167981,79.925995,0,2 hour 30 min
Albert Hall Museum,museum,Jaipur,Ram Niwas Garden  Jaipur 302004  Rājasthān,26.911733,75.819631,100,3 hour 30 min
All Saints Church Jaipur,church,Jaipur,799382  Rājasthān,26.917785,75.799276,0,1 hour
Anokhi Museum,art gallery,Jaipur,,26.992363,75.850903,250,2 hour 10 min
Art and Creation,art gallery,Jaipur,1615 Khejron Rasta  Indira Bazar  Jaipur 302001  Rājasthān,26.910189,75.804144,170,2 hour 50 min
Bani Park,park,Jaipur,D-160  Kabir Marg  Jaipur 303012  Rajasthan,26.924408,75.789187,50,2 hour
Catholic Church,church,Jaipur,Ghate Gate  Jaipur 302003  Rājasthān,26.912367,75.787246,0,1 hour
Central Park,park,Jaipur,Statue Circle  Jaipur  Rājasthān,26.907151,75.806091,75,2 hour
Deer park,park,Jaipur,,26.905794,75.801405,150,2 hour
Fun Kingdom,amusement park,Jaipur,Near Sfs Agarwal Farm M Sarovar  Jaipur 302020  Rājasthān,26.873711,75.752797,350,3 hour 35 min
Gaitor Ki Chhatriyan,monument,Jaipur,Jaipur 302002  Rājasthān,26.940193,75.829104,90,3 hour
Galta,zoo,Jaipur,,26.916251,75.838327,200,3 hour 30 min
Galwar Bagh (Monkey Temple),temple,Jaipur,Jaipur 941735  Rājasthān,26.917292,75.851172,250,3 hour
Ganesh Ji Temple,temple,Jaipur,Moti Doongri Ganesh Temple  Jaipur 176048  Rājasthān,26.89459,75.816471,100,2 hour 20 min
Gaurav Tower,mall,Jaipur,Jawaharlal Nehru Marg  Malviya (JLN Marg)  Jaipur 302020  Rājasthān,26.855408,75.806711,0,2 hour 30 min
Govind Dev Ji Temple,temple,Jaipur,Jai Niwas Bagh  City Palace  Jaipur 302002  Rājasthān,26.929071,75.824042,50,2 hour 30 min
Hawa Mahal,monument,Jaipur,Hawa Mahal Road (Badi Choupad)  Jaipur 302002  Rājasthān,26.923936,75.826744,60,4 hour 20 min
Iswari,monument,Jaipur,Jaipur 302002  Rājasthān,26.924427,75.820819,80,2 hour 30 min
Jaipur Zoo,zoo,Jaipur,Museum Road  Ram Niwas Garden  C Scheme  Kailash  Jaipur 302001  Rājasthān,26.912057,75.82122,300,3 hour 50 min
JKK-Jaipur  Jawahar Kala Kendra,art gallery,Jaipur,J.L.N.Marg (Bajaj Nagar Signal)  Jaipur 302013  Rājasthān,26.876627,75.809082,160,3 hour 10 min
Khole Ke Hanuman Ji,temple,Jaipur,Hanuman Mandir Marg  Jaipur 941735  Rājasthān,26.934587,75.850163,50,3 hour 20 min
Madhavendra Palace,museum,Jaipur,,26.910775,75.802151,200,4 hour 10 min
MGF Metropolitan,mall,Jaipur,Sahkar Circle (Sardar Patel Marg)  Jaipur 941735  Rājasthān,26.902413,75.793824,0,2 hour 30 min
Museum,museum,Jaipur,City Palace  Jaipur 302003  Rājasthān,26.926021,75.823986,250,3 hour 30 min
New Apostolic Church,church,Jaipur,8/A  Nirmal Path  Ajmer Road  Jaipur 302019  Rājasthān,26.912367,75.787246,0,1 hour
OYO Premium Bani Park,park,Jaipur,D-251  Near Collectorate Circle  Jaipur 302016  Rajasthan,26.926751,75.789864,150,2 hour
Pentecostal Mission Church,church,Jaipur,Sector - 8  Vidhyadhar Nagar  Jaipur 302016  Rājasthān,26.96049,75.791841,0,1 hour
Pink Pearl,amusement park,Jaipur,10th Mile  Ajmer Express Highway  Jaipur 302002  Rājasthān,26.869701,75.693477,250,2 hour 25 min
Pink Pearl-The Fun City,amusement park,Jaipur,Anjali Chamber  Raj Bhavan Road  Jaipur 302006  Rājasthān,26.909842,75.782158,300,3 hour 30 min
Pink Square,mall,Jaipur,Plot No 1/2  Govind Marg  Saket Colony  Adarsh (raja park)  Jaipur 302004  Rājasthān,26.903131,75.836954,0,2 hour 30 min
PUNO - Adventure and Trampoline,amusement park,Jaipur,Dr. Rajendra Prasad Nagar'a  192-196  Nh52  Jaipur 302019  Rājasthān,26.920089,75.787565,250,4 hour
PUNO - Adventure and Trampoline,amusement park,Jaipur,Dr. Rajendra Prasad Nagar'a  192-196  Nh52  Jaipur 302019  Rājasthān,26.934322,75.795895,350,4 hour
Regional Science Centre and Science Park,park,Jaipur,Behind Tb Hospital  Shastri  Jaipur 302016  Rājasthān,26.940716,75.798693,75,2 hour
Royal Rajasthan,art gallery,Jaipur,B - 17  B Choma House  C Scheme  - 0  Jaipur 302001  Rājasthān,26.910091,75.804196,200,3 hour 10 min
Saint Andrews Church,church,Jaipur,Railway Station Road  Jaipur 302001  Rājasthān,26.926801,75.807299,0,1 hour
Shree Ganpati Holidays,zoo,Jaipur,313  Vaishali  Tower  Jaipur 302021  Rajasthan,26.794371,75.808043,200,5 hour 10 min
Shri Jagat Siromanji Temple,temple,Jaipur,Amber Fort  Jaipur 941735  Rājasthān,26.987409,75.850997,50,2 hour
SRC Museum Of Indology and Universal Institute Of Orientology,museum,Jaipur,24 Gangwal Park  Jaipur 302004  Rājasthān,26.912367,75.787246,210,5 hour 10 min
Stepwell Site,monument,Jaipur,Āmer 303101  Rājasthān,26.991112,75.8512,60,5 hour 10 min
The Rrap Hub,art gallery,Jaipur,Jaipur 302001  Rājasthān,26.912515,75.804625,150,2 hour 10 min
Town Hall  Jaipur,monument,Jaipur,941735,26.939676,75.836593,90,2 hour 30 min
Triton Mall,mall,Jaipur,Kalwar Road  Jaipur 941735  Rajasthan,26.940796,75.771262,0,2 hour 30 min
Umaid Bhavan Palace,museum,Jaipur,Jodhpur  Rājasthān,26.925652,75.787662,250,3 hour 30 min
World Trade Park,mall,Jaipur,J. L. N Marg  Jaipur 302017  Rājasthān,26.853515,75.805058,0,2 hour 30 min
Antique Museum,museum,Kochi,Synagogue Lane  Jew Town  Mattanchery  Kochi 682002  Kerala,9.955726,76.260377,180,3 hour 20 min
Ayyappa Temple,temple,Kochi,941735,9.952233,76.273425,125,3 hour
Centre Square,mall,Kochi,M G Road  Kochi 682035  Kerala,9.978,76.283492,0,2 hour 30 min
David Hall,art gallery,Kochi,River Road  Kochi 682001  Kerala,9.965118,76.239356,160,3 hour 30 min
Durbar Hall Art Gallery,art gallery,Kochi,Durbar Hall Road  Ernakulam South  Kochi 682011  Kerala,9.968649,76.283724,150,3 hour 10 min
Dutch Palace,museum,Kochi,Jew Town  Mattancherry  Kochi  Kerala,9.958368,76.259271,130,5 hour 10 min
Grand Mall,mall,Kochi,Near Edappally Signal  Kochi 941735  Kerala,10.024231,76.308759,0,2 hour 30 min
Holy Family Church,church,Kochi,Nazarath Moolamkuri Road  Kochi 682002  Kerala,9.944464,76.248013,0,1 hour
International Tourism Police Station and Police Museum,museum,Kochi,,9.956142,76.260178,180,3 hour 20 min
Jain Temple,temple,Kochi,941735,9.96104,76.255089,50,3 hour
Jain Temple (Jalaram Dham)  Mattanchary,temple,Kochi,941735,9.96043,76.255249,50,2 hour 20 min
Kids City Cochin,amusement park,Kochi,Infopark Road Kuzhikatumoola Jn  682030  Kerala,10.015736,76.356692,300,3 hour 30 min
Kishor Spices Company,art gallery,Kochi,Vi/37  Jew Town  Kochi 682002  Kerala,9.961913,76.256045,190,3 hour 10 min
Kozhikode,church,Kochi,Kochi 682507  Kerala,9.929341,76.248535,0,1 hour
Lorretto Church,church,Kochi,Moolamkuzhi,9.938393,76.24934,0,1 hour
Lulu Mall,mall,Kochi,NH 47  Edapally  941735  Kerala,10.026541,76.308092,0,2 hour 30 min
Lulu Mall,mall,Kochi,34\U002F1000 N.H 47 (NH 47)  Kochi 682024  Kerala,10.02691,76.308109,0,2 hour 30 min
Mattancherry Palace,monument,Kochi,Palace Road  Kochi 682002  Kerala,9.958218,76.259186,60,4 hour 10 min
Mattancherry Palace Museum (The Dutch Palace),museum,Kochi,Kochi  Kerala,9.958155,76.257772,130,5 hour 10 min
mattancherry star Jn,monument,Kochi,941735,9.960496,76.256495,40,3 hour 30 min
Mehaboob Park,park,Kochi,,9.964904,76.246993,125,2 hour
Paathalam,zoo,Kochi,941735,10.003546,76.279553,300,4 hour 10 min
PallathuRaman Park,park,Kochi,Veli  682001  Kerala,9.952307,76.244457,50,2 hour
Park,park,Kochi,,9.942004,76.260197,150,2 hour
Penta Meneka,mall,Kochi,Menaka Bus Stop  Kochi 941735  Kerala,9.978194,76.277025,0,2 hour 30 min
Pepper House,art gallery,Kochi,Calvathy Road  Kochi 682002  Kerala,9.968841,76.250178,150,3 hour 10 min
Pepper House,monument,Kochi,Fort  Ernākulam 941735  Kerala,9.98097,76.279647,120,5 hour 10 min
S T Marys Cathedral Basilica Church,monument,Kochi,Broadway  Marine Drive  Ernākulam 682031  Kerala,9.982817,76.275525,60,2 hour 30 min
Sarvothama Masonic Temple,temple,Kochi,Kochi 682507  Kerala,9.93217,76.253216,50,3 hour
SNC Maritime Museum,museum,Kochi,Kj Herschel Road  Veli  Kochi 682001  Kerala,9.958221,76.239512,220,4 hour 20 min
St.Mary's Church,church,Kochi,,9.929357,76.268246,0,1 hour
Temple,temple,Kochi,Gujarati Road  Kochi 682002  Kerala,9.952608,76.256231,0,2 hour 40 min
The Pepper Exchange,monument,Kochi,Jew Street (Fort Kochi)  Kochi 941735  Kerala,9.980271,76.276032,110,3 hour 30 min
Willingdon Park and Walkway,park,Kochi,Willingdon Island  Kochi  Kerala,9.965875,76.271963,150,2 hour
Wonder la,amusement park,Kochi,Pallikkara  Kochi 683565  Kerala,10.028677,76.392601,320,3 hour 32 min
Wonderla,amusement park,Kochi,,10.030729,76.378854,350,3 hour 35 min
Wonderla Amusement Park,amusement park,Kochi,Veegaland Entry Road  Pallikara  Kumarapuram Po  Kunnathunad 683565  Kerala,10.026344,76.391971,400,4 hour 40 min
Yousuf Art Gallery,art gallery,Kochi,,9.953864,76.260234,160,3 hour 10 min
Y's Mens Park,park,Kochi,Chullickal (Y's Mens Club)  Kochi 682005  Kerala,9.9462,76.253063,75,2 hour
Ambedkar Park,park,Lucknow,Gomtinagar  Lucknow 226010  Uttar Pradesh,26.848748,80.9745,150,2 hour
Bada Imambara,museum,Lucknow,Near Machchhi Bhavan  Lucknow 226003  Uttar Pradesh,26.869861,80.913242,220,4 hour 20 min
Begum Hazrat Mahal Park,park,Lucknow,Baradari  Lucknow  Uttar Pradesh,26.855199,80.934355,90,2 hour
Bhendi bazaar,park,Lucknow,,26.847853,80.921115,50,2 hour
Butler Park,park,Lucknow,Maharaja Mahmudabad Road  Lucknow 226018  Uttar Pradesh,26.852776,80.932654,50,2 hour
Cant Gurudwara,temple,Lucknow,Lucknow Cantt (cantonment road)  Lucknow  Uttar Pradesh,26.833992,80.925884,50,2 hour
Central Methodist Church,church,Lucknow,Kaiserbagh Officers Colony  Lalbagh  Lucknow 226001  Uttar Pradesh,26.845876,80.935044,0,1 hour
Christ Church,church,Lucknow,Mahatma Gandhi Marg  Raj Bhavan Colony  The Mall Avenue  Lucknow 226001  Uttar Pradesh,26.844843,80.947242,0,1 hour
Craft Museum,museum,Lucknow,Lucknow 226001  Uttar Pradesh,26.848713,80.932991,200,4 hour 10 min
East End Mall,mall,Lucknow,Polytechnik  Lucknow 941735  Uttar Pradesh,26.870143,80.996905,0,2 hour 30 min
Epiphany Church,church,Lucknow,Kaiserbagh Officers Colony  Lalbagh  Lucknow 226001  Uttar Pradesh,26.850363,80.937415,0,1 hour
Fun Republic,mall,Lucknow,Nh28  Lohia Path  Nehru Enclave  Vipin Khand  Gomti  Lucknow 226010  Uttar Pradesh,26.857993,80.976231,0,2 hour 30 min
Ganga Aquarium,zoo,Lucknow,Telibagh (Canal Ring Road  Telibagh)  Lucknow 226002  Uttar Pradesh,26.785901,80.934907,250,5 hour 10 min
Grovers Art Gallery,art gallery,Lucknow,31 Craft House  Halwasia Market  Lucknow 226001  Uttar Pradesh,26.84725,80.945103,200,2 hour 50 min
Gurudwara Yahiyyaganj,temple,Lucknow,,26.85254,80.915978,50,3 hour
Hanuman Sethu,temple,Lucknow,University Road  Lucknow 941735  Uttar Pradesh,26.860699,80.937825,50,2 hour 40 min
Hussainabad picture gallery,art gallery,Lucknow,,26.874961,80.909785,180,3 hour 30 min
Iskcon Temple,temple,Lucknow,Sri Sri Gaur Radhakrishna Mandir (Guru Govind Singh Marg)  Lucknow 226001  Uttar Pradesh,26.822925,80.920726,50,2 hour
Janpath Market,mall,Lucknow,Mahatma Gandhi Marg  Lucknow 226001  Uttar Pradesh,26.846919,80.943822,0,2 hour 30 min
Jarnail Mahal,museum,Lucknow,,26.859396,80.937371,200,4 hour 10 min
Karan,art gallery,Lucknow,852538  Maharashtra,26.852427,80.948636,200,3 hour 30 min
Lakhi Gate,monument,Lucknow,Lucknow 226001  Uttar Pradesh,26.851698,80.933014,70,5 hour 10 min
Lucknow State Museum,museum,Lucknow,Park Road  Lucknow 226001  Uttar Pradesh,26.845343,80.954952,140,4 hour
Lucknow Zoo,zoo,Lucknow,Park Road  Lucknow 941735  Uttar Pradesh,26.845368,80.951887,100,5 hour 10 min
maharana pratap Chourah,monument,Lucknow,941735,26.839734,80.937968,40,4 hour 20 min
Nawab Wazid Ali Shah Zoological Garden,zoo,Lucknow,Park Road  Lucknow 226001  Uttar Pradesh,26.844672,80.953346,200,3 hour 20 min
Nehru bal vatika near kapoorthala  aliganj  lucknow,monument,Lucknow,941735,26.886882,80.938343,110,3 hour 20 min
Parampara Art,art gallery,Lucknow,Yahiganj Iron Market  Lucknow 226003  Uttar Pradesh,26.854731,80.913219,250,3 hour 30 min
Phoenix United Mall,mall,Lucknow,Bara Birwa (Alambagh)  Lucknow 941735  Uttar Pradesh,26.799197,80.897249,0,2 hour 30 min
Prince of Wales Zoo,zoo,Lucknow,Butler Colony  Lucknow 852416  Uttar Pradesh,26.852445,80.956442,250,3 hour 30 min
Risal Dar Park,park,Lucknow,Lalkuan  Lucknow 226001  Uttar Pradesh,26.838783,80.928634,100,2 hour
Sector 15-18 Watersupply Tank,monument,Lucknow,Sector 18 (Indiranagar)  Lucknow 226016  Uttar Pradesh,26.884082,80.990373,120,4 hour 20 min
Shaheed Upvan,amusement park,Lucknow,Lucknow 226018  Uttar Pradesh,26.86366,80.926979,250,2 hour 25 min
St. अगनेस चर्च,church,Lucknow,Station Road  Lucknow 226001  Uttar Pradesh,26.83909,80.934759,0,1 hour
St. Joseph's Cathedral,church,Lucknow,Atal  Lucknow 226001  Uttar Pradesh,26.846756,80.946155,0,1 hour
State Museum,museum,Lucknow,Nawab Wazid Ali Shah Zoological Garden  Park Road  Lucknow 226001  Uttar Pradesh,26.852463,80.937196,200,4 hour 10 min
The Residency,monument,Lucknow,Lucknow 941735  Uttar Pradesh,26.860462,80.925432,50,4 hour 20 min
Wave 3,mall,Lucknow,1 Virat (Gomti Nagar)  Lucknow 226010  Uttar Pradesh,26.839968,80.915891,0,2 hour 30 min
Yahiya Ganj Gurudwara  Lucknow,temple,Lucknow,,26.856813,80.914595,50,3 hour 10 min
Zoo,zoo,Lucknow,,26.842583,80.949474,400,3 hour 50 min
3d Art Gallery,museum,Mumbai,Laxmi Mohili  Shakti Mohili Lane  Off Dr E Moses Road  Mumbai 400018  Mahārāshtra,19.101259,72.89399,110,4 hour 10 min
Almeida Park,park,Mumbai,5th Road  Mumbai 400050  Mahārāshtra,19.057654,72.83145,90,2 hour
Asiatic Society Library (Town Hall),monument,Mumbai,Shahid Bhagat Singh Road (Opp Horniman Circle  Fort)  Mumbai 400001  Mahārāshtra,18.931855,72.835698,90,3 hour 30 min
BEST Transport Museum,museum,Mumbai,V N Purav Marg  Mumbai 400031  Mahārāshtra,18.921492,72.8301,170,3 hour 10 min
Bullseye,amusement park,Mumbai,Santacruz Recreation Club  Plot-32 Nehru Road  Mumbai 400055  Maharashtra,19.077793,72.87872,280,2 hour 28 min
C-33 Ram Kutir,zoo,Mumbai,Mahim  Mumbai  Mahārāshtra,19.034996,72.843955,150,3 hour 50 min
Dcb Mini Art Gallery,museum,Mumbai,Sahar Amba Shanti Chamber  Andheri Kurla Road  Marol  Mumbai 400080  Mahārāshtra,19.093273,72.883108,100,3 hour 30 min
Dimps' Chimps,zoo,Mumbai,16th Road  Mumbai  Mahārāshtra,19.074451,72.830911,100,4 hour 20 min
Essel World,amusement park,Mumbai,Gorai Village (Borivali West)  Mumbai 400091  Mahārāshtra,19.231165,72.805796,250,2 hour 25 min
Essel world,amusement park,Mumbai,,19.234119,72.822878,300,3 hour 30 min
Flora Fountain,monument,Mumbai,Mg Road  Veer Nariman Road  Hutatma (D. N. Road  Fort)  Mumbai 400001  Mahārāshtra,18.932598,72.831537,40,2 hour 30 min
Gateway of India,monument,Mumbai,Peninsula  C Shivaji Maharaj Marg  Apollo Bandar  Colaba (near the Taj Mahal Palace & Tower)  Mumbai 400001  Mahārāshtra,18.921029,72.83314,70,2 hour 30 min
Gloria Church,church,Mumbai,Sant Savta Marg  Mumbai  Mh (Sant Savta Marg)  Mumbai 400027  Mahārāshtra,18.975185,72.834217,0,1 hour
Hanuman Temple,temple,Mumbai,Madhu Garden (Between Linking Road/S.V. Road)  Mumbai 400052  Mahārāshtra,19.071702,72.835839,50,3 hour 20 min
High Street Phoenix,mall,Mumbai,Senapati Bapat Marg (Lower Parel)  Mumbai 400013  Mahārāshtra,18.994891,72.825132,0,2 hour 30 min
Holy Cross Church  Kurla,church,Mumbai,Lal Bahadur Shastri Road  Vidya Vihar West  Kurla (Opposite Kohinoor City)  Mumbai 400070  Mahārāshtra,19.083629,72.886521,0,1 hour
Indian Mouth and Foot Painting Artists,art gallery,Mumbai,A 401  Dipti Classic  Suren Road  Andheri East  Mumbai 400093  Mahārāshtra,19.078741,72.871702,170,3 hour 10 min
Inorbit Mall,mall,Mumbai,Link Road (Malad (W))  Mumbai 400064  Mahārāshtra,19.173059,72.835496,0,2 hour 30 min
INS Vikrant Museum,museum,Mumbai,Off Shahid Bhagat Singh Marg  Mumbai 400001  Mahārāshtra,19.078977,72.907011,220,4 hour 20 min
Jehangir Art Gallery,art gallery,Mumbai,161 Mahatma Gandhi Road (Kala Ghoda)  Mumbai 400001  Mahārāshtra,18.927476,72.831662,230,2 hour 10 min
Joggers Park,park,Mumbai,Vidyavihar,19.077561,72.903255,150,2 hour
Jogger's Park,park,Mumbai,Off Carter Road (Bandra West)  Mumbai 400050  Mahārāshtra,19.059477,72.821557,150,2 hour
Joggers park L B S marg. Ghatkopar west,park,Mumbai,,19.087571,72.901873,50,2 hour
KidZania,amusement park,Mumbai,Kidzania Mumbai  R City Mall  North Wing (LBS Marg  Ghatkopar (W))  Mumbai 400086  Mahārāshtra,19.099583,72.91679,250,2 hour 25 min
Lions Club Joggers park,park,Mumbai,,19.076219,72.910361,150,2 hour
Mahim Dargah,monument,Mumbai,Mahim  Bombay (off Swatantrya Veer Savarkar Marg)  Mumbai 400016  Mahārāshtra,19.040114,72.839419,80,5 hour 10 min
Mount Mary Church (The Basilica of Our Lady of the Mount),church,Mumbai,Mount Mary Road (Cane Road)  Mumbai 400050  Mahārāshtra,19.046616,72.822347,0,1 hour
Mount Mary Church (The Basilica of Our Lady of the Mount),monument,Mumbai,Mount Mary Road (Cane Road)  Mumbai 400050  Mahārāshtra,19.046616,72.822347,60,3 hour
Museum Of Bollywood Posters,museum,Mumbai,Jio World Drive (Bandra Kurla Complex)  Mumbai 400051  Mahārāshtra,19.0535,72.851285,210,5 hour 10 min
Nehru Center  Worli  Mumbai,art gallery,Mumbai,,18.988655,72.815411,160,2 hour 10 min
Nehru Centre AC Art Gallery,art gallery,Mumbai,Nehru Centre  Dr Annie Besant Road  Dadar  Mumbai 400018  Mahārāshtra,18.988708,72.815258,130,3 hour 30 min
Our Lady of Egypt Church,church,Mumbai,Church Road  Kolivery Village  Mahatma Phule Nagar  Kalina (near st marys chowk)  Mumbai 400098  Mahārāshtra,19.078403,72.869023,0,1 hour
Our Lady of Fatima Church  Vidyavihar,church,Mumbai,Vidya Vihar (Kirol Village)  Mumbai 400086  Mahārāshtra,19.0821,72.898006,0,1 hour
Paint Photographs,art gallery,Mumbai,Mumbai  Mahārāshtra,19.073912,72.882072,200,2 hour 10 min
Palladium,mall,Mumbai,High Street Phoenix (Senapati Bapat Marg )  Mumbai 400013  Mahārāshtra,18.994413,72.824388,0,2 hour 30 min
Phoenix Marketcity,mall,Mumbai,Lal Bahadur Sashtri Marg  Kamani  Kurla West (Kurla)  Mumbai 400070  Maharashtra,19.085717,72.888931,0,2 hour 30 min
R City Mall,mall,Mumbai,Ghatkopar (L.B.S Rd.)  Mumbai 400086  Mahārāshtra,19.099346,72.916636,0,2 hour 30 min
Snow World,amusement park,Mumbai,Phoenix Market City (Kurla)  Mumbai 400070  Mahārāshtra,19.086025,72.888553,320,3 hour 32 min
Temple,temple,Mumbai,Lbs Marg  Mumbai 400070  Maharashtra,19.071368,72.875271,0,2 hour 40 min
Temple,temple,Mumbai,Nausena Vihar Road  Mumbai 400070  Maharashtra,19.079496,72.889774,0,3 hour 20 min
Temple,temple,Mumbai,Raju Bedekar Marg  Mumbai 400086  Maharashtra,19.08216,72.889895,0,2 hour 30 min
Temple,temple,Mumbai,Shahid Bhagat Kanwar Marg  Mumbai 400089  Maharashtra,19.071096,72.895384,0,2 hour
Turiya is fjnabdaofcasui,zoo,Mumbai,,19.10439,72.837096,150,5 hour 10 min
Zoo,zoo,Mumbai,Byculla  Mumbai 573532  Mahārāshtra,18.979893,72.834504,250,4 hour 30 min
Zoozoo,zoo,Mumbai,,19.054203,72.841201,100,4 hour 20 min
AHM 1840 Church CNI LIC Sq,church,Nagpur,Lic Square Kingsway,21.153533,79.081065,0,1 hour
AHM Church,church,Nagpur,Kingsway Road (Opp Kp Ground)  Nagpur 440001  Mahārāshtra,21.155804,79.082283,0,1 hour
All saints cathedral,church,Nagpur,Sadar,21.156189,79.076962,0,1 hour
bhurya Ganapati mandir mahal,temple,Nagpur,941735,21.145114,79.089825,130,2 hour 20 min
Central Museum,museum,Nagpur,Museum Road  Nagpur 078066  Mahārāshtra,21.15082,79.077966,250,3 hour 30 min
Children's Traffic Park,park,Nagpur,Vip Road (Shankar Nagar)  Nagpur 440010  Mahārāshtra,21.140264,79.066884,50,2 hour
Chitnavis Center,art gallery,Nagpur,56 Temple Road  Civil Lines Road  Civil Lines  Nagpur 440001  Mahārāshtra,21.148158,79.070423,190,3 hour 10 min
Cotton Market Chowk,monument,Nagpur,Subhash Chandra Road  Nagpur 440018  Maharashtra,21.14519,79.089545,100,3 hour 30 min
Darda Art Gallery,art gallery,Nagpur,Lokmat Bhawan (Dhantoli)  Nagpur  Mahārāshtra,21.136222,79.078935,170,2 hour 10 min
Deeksha Bhoomi,monument,Nagpur,Ramdaspeth  Nagpur 440001  Maharashtra,21.127806,79.066251,70,3 hour
Empress Mall,mall,Nagpur,Empress Mill's Chawl  Bajeria  Empress City  Nagpur  Mh  Nagpur 440018  Mahārāshtra,21.148218,79.09319,0,2 hour 30 min
Eternity Mall,mall,Nagpur,Amravati Road  Variety Square  Sitabuldi (Amravati Road)  Nagpur 941735  Mahārāshtra,21.144905,79.082531,0,2 hour 30 min
Gandhisagar Balbhavan Park,park,Nagpur,,21.144591,79.098206,130,2 hour
Highland Water Park,amusement park,Nagpur,Nagpur Amravati Highway Road  Waddhamna  Nagpur 440016  Maharashtra,21.153515,79.00576,320,3 hour 32 min
Jaswant Tuli Mall,mall,Nagpur,1053 Kamptee Road  Buddha Nagar  Balabhaupeth  Nagpur 440017  Mahārāshtra,21.17293,79.100119,0,2 hour 30 min
Kamptee Gurudwara,temple,Nagpur,,21.162093,79.084158,50,2 hour
Krazy Castle,amusement park,Nagpur,,21.127258,79.044274,350,3 hour 35 min
Lifestyle,mall,Nagpur,Katola Road  Nelson  Nagpur 440001  Mahārāshtra,21.148195,79.093126,0,2 hour 30 min
Maharaja Bag,park,Nagpur,,21.145368,79.074317,90,2 hour
Maharajbagh Zoo,zoo,Nagpur,Waroadha Road  Nagpur 941735  Mahārāshtra,21.142801,79.077844,200,4 hour 30 min
Maharajbagh Zoo,zoo,Nagpur,Amravati Road  Maharaja Bagh  Gorepeth  Nagpur 440010  Maharashtra,21.143392,79.076372,250,3 hour 50 min
Naag Bhavan,monument,Nagpur,941735,21.15371,79.065837,50,4 hour 10 min
Nagpur Central Mall,mall,Nagpur,Main Road  Nagpur 941735  Mahārāshtra,21.137243,79.068826,0,2 hour 30 min
Nagpur Museum,museum,Nagpur,Wardha Road  Nagpur 440001  Maharashtra,21.15089,79.078159,140,4 hour
Narrow Gauge Rail Museum,museum,Nagpur,,21.168056,79.09119,200,4 hour 10 min
Narrow Gauge Rail Museum,museum,Nagpur,Cse Old Railway Feeder Road  Nagpur 440017  Maharashtra,21.165206,79.090496,100,3 hour 30 min
Niranjan Gohane Art Studio,art gallery,Nagpur,Yashashree Apartments  564/B  Flat No. G-2  Behind Meditrina Hospital  Ramdaspeth  Nagpur 400010  Mahārāshtra,21.137428,79.076708,150,3 hour 10 min
Parijatak,park,Nagpur,154 Dagalayout  Nagpur 440034  Maharashtra,21.136208,79.081843,75,2 hour
Raman Science Center,museum,Nagpur,Beside Gandhi Sagar  Ganesh Peth  Nagpur 440018  Mahārāshtra,21.14457,79.096181,150,4 hour 20 min
Sachee Art Gallery,art gallery,Nagpur,Main Road (Residency Road)  440001  Mahārāshtra,21.160688,79.07959,250,2 hour 10 min
Sachee Art Gallery,art gallery,Nagpur,Nagpur 440001  Mahārāshtra,21.16156,79.07944,150,3 hour 30 min
SFS Church,church,Nagpur,Walker's Road (Seminary Hills)  Nagpur 440001  Mahārāshtra,21.158566,79.082898,0,1 hour
Shree Mohini Complex Chowk,monument,Nagpur,Nagpur 440012  Maharashtra,21.154319,79.084388,40,2 hour 30 min
shri SHANIJI mandir,temple,Nagpur,941735,21.144123,79.08806,50,2 hour 40 min
Sumtinath Jain Mandir,temple,Nagpur,Ramdaaspeth  Nagpur 941735  Mahārāshtra,21.135291,79.068986,50,3 hour 20 min
Tekdi Ganesh Mandir,temple,Nagpur,Near Railway Station  Nagpur 413109  Mahārāshtra,21.148177,79.08718,50,2 hour 20 min
Ambuja Neotia City Centre Mall,mall,Patna,Buddh Marg  Patna 800001  Bihār,25.618149,85.13491,0,2 hour 30 min
Baptist Church,church,Patna,Patna 800001  Bihar,25.61843,85.135107,0,1 hour
Bihar Museum,museum,Patna,Bailey Road  Patna 800001  Bihār,25.607999,85.120451,140,4 hour
Bjp Party Office,monument,Patna,Patna  Bihar,25.607455,85.129287,60,2 hour 30 min
Children park,park,Patna,,25.61279,85.114262,150,2 hour
Congress Maidan,park,Patna,Anugrah Narayan Road  Patna 800003  Bihār,25.609111,85.153161,100,2 hour
Eco Park,park,Patna,Patna  Bihār,25.610028,85.115254,100,2 hour
G.V Mall Patna,mall,Patna,Boring Road (Chauraha)  Patna 800001  Bihār,25.612779,85.137058,0,2 hour 30 min
Gandhi Maidan,park,Patna,Muradpur  Patna 800001  Bihār,25.617328,85.144943,100,2 hour
