Name,Type,City,Address,Latitude,Longitude,Price(Rs.),Time
Sed-Gyued Monastery,monument,Siliguri,Bsf Road  Po Salugara  707416  West Bengal,26.768699,88.453089,70,5 hour 10 min
Sevoke More,monument,Siliguri,Sevoke Road  Siliguri 734001  West Bengal,26.715683,88.423036,60,3 hour 20 min
Shri Mahabir Mandir,temple,Siliguri,Siliguri 734001  West Bengal,26.706963,88.427635,50,3 hour
Siliguri Gurudwara,temple,Siliguri,Siliguri  West Bengal,26.712803,88.424053,50,2 hour 30 min
St Josephs Church,church,Siliguri,Siliguri 734004  West Bengal,26.692477,88.426351,0,1 hour
St. Mary's Church,church,Siliguri,680517,26.712995,88.423715,0,1 hour
Tenzing Norgay Crossing,monument,Siliguri,941735,26.712119,88.423271,100,4 hour 10 min
The Assembly of God Church,church,Siliguri,Siliguri 734001  West Bengal,26.722045,88.417444,0,1 hour
Vivekananda Super Market,mall,Siliguri,941735,26.713011,88.424178,0,2 hour 30 min
Almond Alcove (Badamvaer),park,Srinagar,Badamvaer (hawal)  Srinagar 190011  Jammu and Kashmīr,34.109007,74.821145,100,2 hour
Bait-ul-Maseeh  Magarmal Bagh,church,Srinagar,,34.067152,74.803788,0,1 hour
City Walk Mall,mall,Srinagar,M A Road  Srinagar 190001  Jammu and Kashmīr,34.073723,74.818867,0,2 hour 30 min
Craft Bazaar,art gallery,Srinagar,Aquilmir Khanyar  190003,34.089718,74.789989,230,2 hour 20 min
Dal Lake | डल झील | دل ليك,monument,Srinagar,Boulevard Road  Srinagar 190001  Jammu and Kashmīr,34.087617,74.856756,60,3 hour 20 min
Duzbin,park,Srinagar,Jawahar  Srinagar,34.061708,74.815414,50,2 hour
Gulam Mohiuddin Wani and Sons,art gallery,Srinagar,,34.082951,74.82611,250,2 hour 20 min
Hari Parbat Hill,museum,Srinagar,Srinagar 105977,34.105987,74.816405,130,5 hour 10 min
Hari Parbat Srinagar,monument,Srinagar,,34.092245,74.80202,120,4 hour 10 min
Holy Family Catholic Church,church,Srinagar,Ma Road  Srinagar 190001,34.074383,74.819086,0,1 hour
Holy Family Church,church,Srinagar,Srinagar  Jammu and Kashmir,34.074498,74.818883,0,1 hour
Jehlum View Park,park,Srinagar,The Bund  Srinagar 190001  Jammu and Kashmīr,34.071981,74.820181,100,2 hour
Kashmir Government Arts Emporium,art gallery,Srinagar,,34.080967,74.828982,150,2 hour 20 min
Kashmir Govt Silk Factory,art gallery,Srinagar,Srinagar 069615  Jammu and Kashmīr,34.069715,74.817259,180,2 hour 10 min
Kathi Darwaza,monument,Srinagar,Hazratbal Road  Rainawari  Botaraj Colony  Srinagar 190003  Jammu and Kashmir,34.103791,74.821417,70,4 hour 10 min
Land Mark Karan Nagar,mall,Srinagar,Srinagar 941735  Jammu and Kashmīr,34.082478,74.797239,0,2 hour 30 min
Medina Complex,mall,Srinagar,Karan Nagr  Srinagar 190010,34.089494,74.807256,0,2 hour 30 min
Protestant Church,church,Srinagar,Srinagar 190001,34.072216,74.834614,0,1 hour
Raghunath Temple,temple,Srinagar,Srinagar 190002,34.087781,74.807134,50,2 hour 40 min
Rainawari,monument,Srinagar,190001  Jammu and Kashmir,34.071108,74.810647,70,4 hour 10 min
RN Temple,temple,Srinagar,Srinagar 190001,34.085639,74.805378,50,2 hour 30 min
Roman Catholic Church,church,Srinagar,Ma Road  Srinagar 190001,34.074563,74.821411,0,1 hour
Sangarmaal City Centre,mall,Srinagar,Link Road (M. A. Road)  Srinagar 190001  Jammu and Kashmīr,34.076611,74.821068,0,2 hour 30 min
Sangin Darwaza,monument,Srinagar,Hari Prabat Fort  Srinagar 190003  Jammu and Kashmir,34.105575,74.817007,40,3 hour
Shankaracharya Temple,temple,Srinagar,,34.082305,74.840589,50,2 hour 40 min
Shankracharya Temple,temple,Srinagar,Srinagar 941735,34.084485,74.842278,50,3 hour 20 min
Sri Pratap Park,park,Srinagar,Lalchowk  Srinagar 190001  Jammu and Kashmīr,34.072244,74.814305,125,2 hour
Sri Pratap Singh Museum,museum,Srinagar,68389,34.067442,74.812968,180,3 hour 20 min
Suffering moses,art gallery,Srinagar,,34.07196,74.82198,200,3 hour 10 min
Temple  Magarmal Bagh,temple,Srinagar,941735,34.068532,74.801351,50,2 hour 40 min
Town Square,mall,Srinagar,Gogji Bagh Road  Srinagar 190008,34.062833,74.808268,0,2 hour 30 min
Zabarwan Park,park,Srinagar,Boulevard Road  Srinagar  Jammu and Kashmīr,34.086467,74.849853,90,2 hour
Alipiri,monument,Tirupati,Tirupati  Andhra Pradesh,13.647105,79.405654,60,3 hour
Art Gallery @ Urban Hut,art gallery,Tirupati,Urban Hut  Tirupati  Andhra Pradesh,13.61253,79.435457,200,2 hour 10 min
BATA Showroom @ Mega Mart,mall,Tirupati,Gandhi Road  Tirupati 941735  Andhra Pradesh,13.628015,79.417414,0,2 hour 30 min
Central Church,church,Tirupati,49-Kothapalli Mitta  Tirupati 517502  Andhra Pradesh,13.619954,79.396017,0,1 hour
Galigopuram,monument,Tirupati,,13.623497,79.409002,100,4 hour 10 min
Grand World,park,Tirupati,Karakambadi Road Tirupati West  Tirupati 517507  Andhra Pradesh,13.656547,79.437111,150,2 hour
Jaganmatha Church,church,Tirupati,Ramchandra  Tirupati 517507  Andhra Pradesh,13.648683,79.42247,0,1 hour
Kapilateertham,monument,Tirupati,941735,13.651203,79.42072,40,5 hour 10 min
kodandarama Swamy temple,temple,Tirupati,560076  Karnataka,13.634907,79.416656,50,2 hour 30 min
One Stop Travel Services,mall,Tirupati,Tirupati 517501  Andhra Pradesh,13.636566,79.412201,0,2 hour 30 min
Regional Science Centre,museum,Tirupati,Alipiri Bypass Road  Tirupati 517501  Andhra Pradesh,13.640661,79.411668,210,5 hour 10 min
Reliance Mart,mall,Tirupati,Reliance Mart  Abhi Towers (Near Railway Over Bridge)  Tirupati 517501  Andhra Pradesh,13.62738,79.429536,0,2 hour 30 min
Shri Venkteswara National Park,park,Tirupati,Tirumala  Andhra Pradesh,13.646582,79.404839,150,2 hour
Sri Kodandaramaswamy Vari Temple,temple,Tirupati,Bzr St  Tirupati 517501  Andhra Pradesh,13.635173,79.416361,50,2 hour 30 min
Sri Venkateshwara National Park,zoo,Tirupati,Tirupati 941735  Andhra Pradesh,13.625128,79.363799,250,5 hour 10 min
Sri Venkateshwara Zoological Park,zoo,Tirupati,Tirupati 517502  Andhra Pradesh,13.624724,79.364944,400,4 hour 10 min
Sri Venkatesvara Museum,museum,Tirupati,Gandhi Road  Tirupati 517504  Andhra Pradesh,13.631053,79.417182,170,3 hour 10 min
Srinivasam Complex,monument,Tirupati,Opposite Bus Stand  929544  Andhra Pradesh,13.630956,79.427836,100,4 hour 10 min
St Peters Lutheran Church,church,Tirupati,Tirupati 517507  Andhra Pradesh,13.639427,79.415216,0,1 hour
Subamasthu Shopping Mall,mall,Tirupati,Tirupati 517501  Andhra Pradesh,13.636795,79.420402,0,2 hour 30 min
SV Medical College Play Ground,park,Tirupati,,13.6416,79.406356,50,2 hour
Tataigunta Gangamma temple,temple,Tirupati,,13.63409,79.423402,50,3 hour
Temple,temple,Tirupati,Rajnna Park Road  Tirupati 517501  Andhra Pradesh,13.63885,79.415855,0,3 hour
Temple,temple,Tirupati,Kapilateertham Road  Tirupati 517507  Andhra Pradesh,13.645671,79.419012,0,2 hour 20 min
Tirupathi municipal park,monument,Tirupati,941735,13.643278,79.427768,40,3 hour 20 min
Tirupati Railway Station,park,Tirupati,Tirupati Road (Royal Nagar)  Tirupathi 517501  Andhra Pradesh,13.628348,79.420182,150,2 hour
Vinayaka Nagar Playground,park,Tirupati,Tirupati 517507  Andhra Pradesh,13.647089,79.414883,130,2 hour
V-Mart,mall,Tirupati,S No 227/1  Old S No 227  Ward No 19  Air Bypass Road (Tirupati)  Chittoor 517501  Andhra Pradesh,13.628756,79.419182,0,2 hour 30 min
Arauali Art,art gallery,Udaipur,Chand Pole Road  Ghadia-Derva  Silawatwari  Udaipur 313001  Rājasthān,24.581725,73.6819,180,3 hour 10 min
Arvanah Mall,mall,Udaipur,Udaipur 313001  Rājasthān,24.587478,73.688045,0,2 hour 30 min
Bagore-ki-Haveli,museum,Udaipur,Gangaur Ghat  Udaipur 313001  Rājasthān,24.579591,73.682391,210,5 hour 10 min
Celebration Mall,mall,Udaipur,Amit Shamra  Capitamalls Asia  Basement 1  Bhuwana (fatehpura)  Udaipur 313001  Rājasthān,24.612516,73.702394,0,2 hour 30 min
City palace museum,museum,Udaipur,City Palace  Udaipur 313001  Rājasthān,24.576746,73.683565,170,3 hour 10 min
Clock Tower,monument,Udaipur,Udaipur 941735  Rājasthān,24.585483,73.687175,90,4 hour 10 min
Darbar Hall,monument,Udaipur,Shiv Niwas Palace Udaipur  The City Palace Complex  Udaipur 313001  Rajasthan,24.574025,73.684189,50,2 hour 30 min
Duddhtalaii and Musical Garden,park,Udaipur,Near The Pichola Lake  Udaipur 313001  Rājasthān,24.56758,73.684284,130,2 hour
Eklingji Temple (Mahadev),temple,Udaipur,Eklingji (Udaipur - Nathdwara Highway)  Udaipur 941735  Rājasthān,24.74677,73.722835,50,2 hour
Emmanuel Marthoma Church,church,Udaipur,Heera Bagh Colony  Pahada  Udaipur 313001  Rajasthan,24.590784,73.714561,0,1 hour
Fatima Rani Maha Girja Ghar,church,Udaipur,Udaipur 313001  Rajasthan,24.596831,73.698516,0,1 hour
Filadelfia Church Campus,church,Udaipur,590893,24.590908,73.662709,0,1 hour
Gulab Bagh,zoo,Udaipur,Girwa 941735  Rājasthān,24.573686,73.694391,200,5 hour 10 min
Jagdish Temple,temple,Udaipur,Jagdish Mandir  Udaipur 313001  Rājasthān,24.579661,73.683833,50,3 hour 20 min
Karni Mata,temple,Udaipur,Udaipur 941735  Rājasthān,24.567271,73.688623,50,3 hour
Karnimata,temple,Udaipur,941735,24.571734,73.692776,50,2 hour 20 min
Laxmi Chowk,monument,Udaipur,Zanana Mahal  Udaipur 313001  Rajasthan,24.576469,73.683602,100,2 hour 30 min
Maharana Pratap Smarak,museum,Udaipur,Moti Magari  Udaipur 313001  Rājasthān,24.598177,73.680851,150,4 hour 20 min
Manek Chowk,monument,Udaipur,Fateh Prakash Palace Udaipur  The City Palace Complex  Udaipur 313001  Rajasthan,24.574978,73.683528,100,3 hour 20 min
Marvel Water Park,amusement park,Udaipur,Goverdhan Vilas  N H 8  Rajsthan  Udaipur 313001  Rajasthan,24.535885,73.679941,350,3 hour 35 min
Om Arts and Crafts,art gallery,Udaipur,45- New Fatehpura (Sukhadia Circle)  Udaipur 313001  Rājasthān,24.578429,73.680288,200,2 hour 50 min
Our Lady of Fatima Cathedral,church,Udaipur,Sardar Pura Bhopal Pura  Udaipur 313001  Rajasthan,24.596972,73.698716,0,1 hour
Pantaloons Lake City Mall,mall,Udaipur,Lake City Mall  110/3  University Road  Shakti Nagar  Bhuwana  Udaipur 313001  Rājasthān,24.58636,73.710783,0,2 hour 30 min
Rajasthan Art Industries,art gallery,Udaipur,Emerald Tower  Udaipur 313001  Rājasthān,24.586835,73.68861,200,3 hour 30 min
Rajasthan Penti Council Church Filadelfiya Fellowship Church,church,Udaipur,Chareh Road  Back Side Rotari Bhawan  Amba Mata  Udaipur 313001  Rajasthan,24.586553,73.68821,0,1 hour
Rex Studio,art gallery,Udaipur,Collectoriate Road  Delhi Gate  Bhupalpura  Udaipur 313001  Rājasthān,24.586134,73.695535,130,2 hour 10 min
RK Chinese Food,mall,Udaipur,Panchwati  Udaipur 313001  Rājasthān,24.597069,73.690611,0,2 hour 30 min
Rope way - Kani Mata temple,amusement park,Udaipur,,24.5667,73.685264,400,4 hour 40 min
Rope way - Kani Mata temple,park,Udaipur,,24.5667,73.685264,150,2 hour
Saheliyon ki Badi,park,Udaipur,Udaipur 941735  Rājasthān,24.602915,73.686092,125,2 hour
Saheliyon-Ki-Bari,park,Udaipur,Sh32  Udaipur  Rājasthān,24.603004,73.685601,130,2 hour
Sheetla Mata Ji Temple,temple,Udaipur,Jagdish Road Suraj Pole  Udaipur 313001  Rājasthān,24.573722,73.686283,50,2 hour 30 min
Signature Arts,art gallery,Udaipur,Udaipur 313001  Rājasthān,24.575566,73.685516,170,3 hour 10 min
Sukhadia Circle Chaat Center,monument,Udaipur,Fatehpura (Fatehpura)  Udaipur 313001  Rājasthān,24.600308,73.691096,50,3 hour 20 min
Sukhadia Circle Chaat Center,park,Udaipur,Fatehpura (Fatehpura)  Udaipur 313001  Rājasthān,24.600308,73.691096,150,2 hour
Vintage and Classic Car Collection  The Palace  Udaipur,museum,Udaipur,At The Garden Hotel  Sajjan Niwas Garden  313001  Rājasthān,24.575879,73.694467,220,4 hour 20 min
Vintage and Classic Car Museum,museum,Udaipur,Udaipur 575982  Rājasthān,24.575933,73.694597,210,5 hour 10 min
Vishal Mega Mart,mall,Udaipur,Near Hotel Paras Mahal  Udaipur 313001  Rājasthān,24.560566,73.692748,0,2 hour 30 min
Apna Park,park,Varanasi,Giri Nagar  Mahmurganj  Varanasi 221010  Uttar Pradesh,25.302129,82.98578,130,2 hour
Assi Ghat,temple,Varanasi,Varanasi 221001  Uttar Pradesh,25.288972,83.006392,100,2 hour 30 min
Baggas,zoo,Varanasi,941735,25.299388,82.999207,300,3 hour 20 min
Banaras art gallery,art gallery,Varanasi,Rani Luxmi Bai Lane Assi Main Road  Varanasi 221005  Uttar Pradesh,25.289592,83.004236,150,2 hour 10 min
Banaras Dekho,monument,Varanasi,Varanasi 221001,25.282017,82.956421,70,3 hour 20 min
Benia Bagh Park,park,Varanasi,Varanasi 221001  Uttar Pradesh,25.31398,83.004508,150,2 hour
Bharat Milap Colony Park,park,Varanasi,Varanasi 221001  Uttar Pradesh,25.326226,83.006033,130,2 hour
Chaumsathi Ghat Varanasi,monument,Varanasi,Waterfront  335337  Uttar Pradesh,25.335364,83.014272,60,2 hour 30 min
Dasaswamedh Ghat,temple,Varanasi,Dashashwamedh Road  Varanasi 221001  Uttar Pradesh,25.306755,83.01031,50,2 hour 20 min
Exhibition Gallery,art gallery,Varanasi,Meraden Grand Hotel  57  Patel Nagar  Cantonment  Varanasi 221002  Uttar Pradesh,25.3322,82.985235,170,2 hour 20 min
Ganpati Guest House,monument,Varanasi,D3/24 Meer Ghat  Varanasi 221001  Uttar Pradesh,25.309079,83.01227,50,3 hour 20 min
IP Mall,mall,Varanasi,Sigra  Varanasi 221010  Uttar Pradesh,25.316572,82.990105,0,2 hour 30 min
JHV Mall,mall,Varanasi,The Mall Road  Cantonment  Varanasi 941735  Uttar Pradesh,25.335557,82.977709,0,2 hour 30 min
Kashi Dham,museum,Varanasi,Near Brahma Ghat  Varanasi 221001  Uttar Pradesh,25.316359,83.018729,130,5 hour 10 min
Kashi Dham,museum,Varanasi,Near Brahma Ghat  Varanasi 221001  Uttar Pradesh,25.316615,83.018981,180,3 hour 20 min
Kashi Vishwanath Temple,temple,Varanasi,Varanasi 941735  Uttar Pradesh,25.311677,83.010676,50,2 hour 40 min
Kriti Gallery,art gallery,Varanasi,Rathyatra Mahmoorganj Road  Varanasi 221010  Uttar Pradesh,25.304566,82.980022,230,2 hour 20 min
Mehta Silk Museum,museum,Varanasi,941735,25.338923,82.976871,180,3 hour 20 min
Morvi Hostel  IIT BHU,monument,Varanasi,Iit  Varanasi 221005,25.355404,82.980024,70,2 hour 30 min
Mother India Temple,temple,Varanasi,941735,25.317569,82.98892,50,2 hour 30 min
PDR Mall,mall,Varanasi,D48/142  Ramapura Luxa Road  Ramapura Luxa  Varanasi 221001  Uttar Pradesh,25.309677,83.002862,0,2 hour 30 min
Pratibha Art Gallery,art gallery,Varanasi,Gurudham Colony  House No 62  Lane No 4  Varanasi 221010  Uttar Pradesh,25.29341,82.998451,170,2 hour 20 min
Ramkatora Church,church,Varanasi,Sant Kabir Road  Varanasi 221001  Uttar Pradesh,25.323132,83.001567,0,1 hour
Ramnagar Fort,museum,Varanasi,Fort Road  Varanasi 221005  Uttar Pradesh,25.269873,83.024447,130,5 hour 10 min
Rani Laxmibai Janmasthali,museum,Varanasi,Shivala  Varanasi 221005  Uttar Pradesh,25.289749,83.005588,200,4 hour 10 min
Ratnakar Park,park,Varanasi,Bhu Marg  Varanasi 221001  Uttar Pradesh,25.295282,83.004295,50,2 hour
Ruchika Art Gallery,art gallery,Varanasi,Sankat Mochan Road  Varanasi 221005  Uttar Pradesh,25.282614,83.002728,200,2 hour 50 min
Sri Kaal Bhairava Temple,temple,Varanasi,Badi Piyari  Benia  Varanasi 221001  Uttar Pradesh,25.317781,83.016026,50,2 hour 20 min
ST Paul Church,church,Varanasi,Sigra Mahmoorganj Road  Varanasi 221010  Uttar Pradesh,25.3077,82.985309,0,1 hour
St Pauls Church,church,Varanasi,Sigra  Varanasi 221010  Uttar Pradesh,25.311083,82.988722,0,1 hour
St Ravidas Park,park,Varanasi,,25.283344,83.008097,130,2 hour
St Thomas Church,church,Varanasi,Luxa Road  Varanasi 221001  Uttar Pradesh,25.309301,83.005578,0,1 hour
St. Thomas Church,church,Varanasi,Ramapura Luxa  Varanasi 221001  Uttar Pradesh,25.30924,83.005501,0,1 hour
Vishal Mega Mart,mall,Varanasi,Station Road  Lahurabir Road  Maldahiya (Opposite HDFC Bank  Chetganj)  Varanasi 941735  Uttar Pradesh,25.324073,82.996617,0,2 hour 30 min
V-Mart,mall,Varanasi,D 47/192  Khanna Villa Colony  Luxor Road  Rampura  Bhelupur (Sidhgiribagh)  Varanasi 221010  Uttar Pradesh,25.309053,83.002415,0,2 hour 30 min
Akkana Madanna cave temple,monument,Vijayawada,520001  Andhra Pradesh,16.51402,80.606746,50,2 hour 30 min
Avatar Park,park,Vijayawada,Vijayawāda 520002  Andhra Pradesh,16.511735,80.618252,50,2 hour
Bapu Bommala Koluvu,art gallery,Vijayawada,,16.502339,80.643185,200,3 hour 30 min
Bapu Museum,museum,Vijayawada,628647,16.507386,80.628703,180,3 hour 20 min
Blue Dart and DHL,mall,Vijayawada,941735,16.51404,80.631616,0,2 hour 30 min
Brand,monument,Vijayawada,Andhra Pradesh,16.516934,80.616896,50,3 hour
Dhanalxmi Shilpa Vigrahashala,art gallery,Vijayawada,Guntūr 520001  Andhra Pradesh,16.513956,80.608166,130,3 hour 10 min
Eci Living Church,church,Vijayawada,Eci Living Church (Santhi Nagar)  Vijayawāda 520015  Andhra Pradesh,16.544265,80.649031,0,1 hour
Gandhi Park,park,Vijayawada,Opposite Gandhi Mahila Kalasala  515124,16.515063,80.613552,125,2 hour
Gurudwara,temple,Vijayawada,Gurunanak Colony  Vijayawāda 510901  Andhra Pradesh,16.510963,80.628481,50,2 hour 20 min
Hailand,amusement park,Vijayawada,,16.509034,80.616756,280,2 hour 28 min
Krishnaveni Pranganam,monument,Vijayawada,Kanaka Durgamma Temple Road  Vijayawada 520013  Andhra Pradesh,16.511147,80.607782,50,4 hour 20 min
Life Style LEPL,mall,Vijayawada,Bandhar Road (Opp Fotune Murali Park)  Vijayawāda 520010  Andhra Pradesh,16.500258,80.645832,0,2 hour 30 min
Our Lady of Assumption Church,church,Vijayawada,,16.522586,80.624367,0,1 hour
PVP Square,mall,Vijayawada,M.G. Road (Opp. Chennupati Bunk)  Vijayawāda 941735  Andhra Pradesh,16.502295,80.642697,0,2 hour 30 min
Ragavayya Park,park,Vijayawada,Nh9  Buckinghampeta (Mg road)  Vijayawāda  Andhra Pradesh,16.504615,80.625398,130,2 hour
Rajiv Gandhi Park,amusement park,Vijayawada,,16.508413,80.625823,300,3 hour 30 min
Rajiv Gandhi Park,park,Vijayawada,,16.508413,80.625823,150,2 hour
Revenue Colony Park,park,Vijayawada,Ranga Nagar  Sidhartha Nagar  Benz Circle  Vijayawāda 520010  Andhra Pradesh,16.503442,80.646599,90,2 hour
Sankara Matham,temple,Vijayawada,Near Diamond Park (Between Diamond Park And Lalithanagar)  Visakhapatnam 941735  Andhra Pradesh,16.514571,80.621033,50,2 hour 30 min
Shoppers Stop,mall,Vijayawada,Beside Saibaba Temple  Vijayawāda 520008  Andhra Pradesh,16.505665,80.66527,0,2 hour 30 min
Smaaash Zone,amusement park,Vijayawada,Mg Road L2  Lepl Centro Mall  Road No 1  Vijayawada 520010  Andhra Pradesh,16.502665,80.640926,300,3 hour 30 min
Sri Kanaka Durga Temple,temple,Vijayawada,Vijayawāda 941735  Andhra Pradesh,16.513909,80.606064,50,3 hour 20 min
St. Peter's Lutheran Church,church,Vijayawada,,16.53023,80.628396,0,1 hour
State Guest House,monument,Vijayawada,941735,16.509812,80.636356,120,3 hour 30 min
Swarna Prabha  Chinamaya Mission,temple,Vijayawada,514565,16.514471,80.640021,50,2 hour 30 min
Swarna Prabha  Chinamaya Mission,temple,Vijayawada,514331,16.514427,80.639892,50,2 hour
Victory Baptist Church,church,Vijayawada,Vijayawāda 520010  Andhra Pradesh,16.507491,80.637276,0,1 hour
Vijayawada Green City,monument,Vijayawada,Vijayawada 520002  Andhra Pradesh,16.515729,80.618362,50,5 hour 10 min
V-Mart,mall,Vijayawada,Shop No 40/1/44  Ground 1st And  Msr Plaza  Mg Road (Vijayawada)  Machilīpatnam 520010  Andhra Pradesh,16.515099,80.632095,0,2 hour 30 min
Ayyappa Swamy Temple,temple,Visakhapatnam,Vuda Colony (Gajuwaka)  Vizag 941735  Andhra Pradesh,17.677096,83.201608,150,2 hour
C. M. R. Shopping Mall,mall,Visakhapatnam,Gajuwaka  Vizag 941735  Andhra Pradesh,17.685423,83.211799,0,2 hour 30 min
Children's Park,park,Visakhapatnam,Siddhardha Nagar Colony (vadlapudi post)  Vizag 530046  Andhra Pradesh,17.695932,83.170418,125,2 hour
CMR Shopping Mall,mall,Visakhapatnam,Vizag 941735  Andhra Pradesh,17.714787,83.303712,0,2 hour 30 min
cmr Shopping Mall Gwk,mall,Visakhapatnam,941735,17.685739,83.210706,0,2 hour 30 min
Coromandel Park,park,Visakhapatnam,,17.689265,83.233346,50,2 hour
Eastern Art Museum,museum,Visakhapatnam,10-1-9/1  Near Sampath Vinayaka Temple (Waltair Uplands Rd)  Vizag 530003  Andhra Pradesh,17.724636,83.313905,180,3 hour 20 min
Grace Baptist Church,church,Visakhapatnam,Vwin Ministries  Vizag 688797  Andhra Pradesh,17.688812,83.130432,0,1 hour
Hanuman Temple,temple,Visakhapatnam,Kanithi Road (Gajuwaka)  941735,17.67995,83.204184,50,2 hour 30 min
HOPZ - Play Zone,amusement park,Visakhapatnam,VIP ROAD  Vizag 530007  Andhra Pradesh,17.726896,83.31616,350,3 hour 35 min
Indira gandhi zoological park,zoo,Visakhapatnam,941735,17.803483,83.381609,150,4 hour 30 min
INS Kurusura Submarine Museum,museum,Visakhapatnam,Rama Krishna Beach Road Rk Beach  Vizag 530001  Andhra Pradesh,17.717397,83.330338,250,3 hour 30 min
Kailasagiri Hills,monument,Visakhapatnam,Vizag  Andhra Pradesh,17.74775,83.34519,50,3 hour 30 min
Kailashgiri,amusement park,Visakhapatnam,Appughar  Visakhapatnam 530017  Andhra Pradesh,17.747952,83.344684,250,2 hour 25 min
Kambalakonda,zoo,Visakhapatnam,,17.772227,83.339527,250,3 hour 20 min
Kursura Submarine Museum,museum,Visakhapatnam,Vuda (Beach Road)  Vizag  Andhra Pradesh,17.717245,83.330056,220,4 hour 20 min
Lifestyle,mall,Visakhapatnam,D No 10 28 1  Waltair Uplands  Vizag 530002  Andhra Pradesh,17.720751,83.313788,0,2 hour 30 min
M.v.p. Bus Depot,monument,Visakhapatnam,M.V.P.Colony  Vizag 530017  Andhra Pradesh,17.733606,83.336992,50,4 hour 10 min
Mangalgiri complex,mall,Visakhapatnam,Gajuwaka  Vizag 941735  Andhra Pradesh,17.686066,83.211336,0,2 hour 30 min
Mgm Selvee World,amusement park,Visakhapatnam,Beach Road  Vuda Park  Lawsons Bay Colony  Visakhapatnam 530017  Andhra Pradesh,17.725163,83.341642,400,4 hour 40 min
Nehru park,park,Visakhapatnam,Ukkunagaram  Vizag  Andhra Pradesh,17.68559,83.149749,150,2 hour
Pragathi park,park,Visakhapatnam,Chinagantyada (Gajuwaka),17.679751,83.197012,90,2 hour
Ramadevi Movie Theatre,amusement park,Visakhapatnam,Jagadamba Junction  Visakhapatnam 530020  Andhra Pradesh,17.712325,83.302147,290,2 hour 29 min
Ramakrishna Beach,monument,Visakhapatnam,Beach Road  Vizag 530003  Andhra Pradesh,17.715363,83.324078,100,4 hour 20 min
Ross Hill Chapel,church,Visakhapatnam,Ross Hill (One Town)  Vizag  Andhra Pradesh,17.689988,83.286984,0,1 hour
Sai Baba Arts and Frames,art gallery,Visakhapatnam,,17.725703,83.309299,180,3 hour 10 min
Sai baba temple,temple,Visakhapatnam,Sec 2 (Ukkunagaram)  941735,17.656397,83.167323,50,2 hour 20 min
Singapore Photo Studio,art gallery,Visakhapatnam,Shriharipuram  690142,17.690062,83.232981,160,2 hour 50 min
Sivalayam,temple,Visakhapatnam,Sector 6 (Ukkunagaram)  Vizag 941735  Andhra Pradesh,17.659087,83.152913,50,2 hour
Sri venkateshwara temple,temple,Visakhapatnam,941735,17.674423,83.153509,50,3 hour
St. Joseph's Convent Church,church,Visakhapatnam,,17.72154,83.290303,0,1 hour
St.Johns Church,church,Visakhapatnam,700117,17.700117,83.294842,0,1 hour
Street Painter II,art gallery,Visakhapatnam,,17.736891,83.299763,200,3 hour 30 min
Tenneti Park,park,Visakhapatnam,Beach Road (Beach Rd)  Visakhapatnam 530043  Andhra Pradesh,17.747454,83.349918,50,2 hour
Tu 142 Aircraft Museum,museum,Visakhapatnam,Beach Road (Opposite Submaire Museum)  Vizag 530003  Andhra Pradesh,17.717514,83.329382,200,4 hour 10 min
Uday Fine Arts,art gallery,Visakhapatnam,28-11-26  Opposite Lane Of Fire Station  Suryabagh  Vizag 530020  Andhra Pradesh,17.711527,83.299131,170,3 hour 10 min
United Church,church,Visakhapatnam,500594  Andhra Pradesh,17.688547,83.242394,0,1 hour
Venu Towers,art gallery,Visakhapatnam,,17.739793,83.305121,230,2 hour 10 min
Victory At Sea 1971,monument,Visakhapatnam,941735,17.718906,83.332724,70,3 hour 30 min
Visakha Museum,museum,Visakhapatnam,Dutch Bunglow Layout  Vizag 530017  Andhra Pradesh,17.720886,83.333744,180,3 hour 20 min
Visakhapatnam (City of Destiny),monument,Visakhapatnam,Akkayyapalem  Visakhapatnam 530016  Andhra Pradesh,17.729564,83.299388,70,3 hour 20 min
Zoo,zoo,Visakhapatnam,486001  Madhya Pradesh,17.766696,83.344864,150,5 hour 10 min
Zoom Color Lab,zoo,Visakhapatnam,Vizag 530016  Andhra Pradesh,17.725209,83.303649,300,4 hour 10 min
Zoom Restaurant and Bar,zoo,Visakhapatnam,17 - 18 - 17  Maharani Beach Road  Isukathota  Vizag 530017  Andhra Pradesh,17.707862,83.312839,200,3 hour 20 min
